snapshot_date,club,club_clean,elo
2020-09-01,Almeria,almeria,1539.75219727
2020-09-01,Altach,altach,1422.62329102
2020-09-01,Aluminij,aluminij,1216.68188477
2020-09-01,Amiens,amiens,1498.39916992
2020-09-01,Anderlecht,anderlecht,1531.36779785
2020-09-01,Ankaraguecue,ankaraguecue,1327.01879883
2020-09-01,Anorthosis,anorthosis,1468.95654297
2020-09-01,Antalyaspor,antalyaspor,1404.55078125
2020-09-01,Antwerp,antwerp,1528.8828125
2020-09-01,Apollon Lemesos,apollon lemesos,1560.33093262
2020-09-01,Ararat-Armenia,ararat-armenia,1115.47045898
2020-09-01,Arda,arda,1200.88012695
2020-09-01,Arges Pitesti,arges pitesti,1216.91223145
2020-09-01,Aris,aris,1402.73522949
2020-09-01,Ascoli,ascoli,1361.86071777
2020-09-01,Ashdod,ashdod,1216.26159668
2020-09-01,Asteras Tripolis,asteras tripolis,1387.03112793
2020-09-01,Astra,astra,1422.56677246
2020-09-01,Atromitos,atromitos,1405.33947754
2020-09-01,Aue,aue,1460.44091797
2020-09-01,Austria Wien,austria wien,1481.1673584
2020-09-01,Auxerre,auxerre,1385.94116211
2020-09-01,Aves,aves,1290.46154785
2020-09-01,B 36 Torshavn,b 36 torshavn,947.346252441
2020-09-01,Backa Palanka,backa palanka,1122.40100098
2020-09-01,Backa Topola,backa topola,1284.77026367
2020-09-01,Bala,bala,1019.73205566
2020-09-01,Banik Ostrava,banik ostrava,1368.22314453
2020-09-01,Barry Town,barry town,970.957885742
2020-09-01,Basel,basel,1636.75537109
2020-09-01,BATE,bate,1427.00927734
2020-09-01,Batumi,batumi,1209.56237793
2020-09-01,Beer-Sheva,beer-sheva,1387.39685059
2020-09-01,Beerschot AC,beerschot ac,1384.06164551
2020-09-01,Beitar,beitar,1347.34558105
2020-09-01,Belenenses,belenenses,1389.03613281
2020-09-01,Benfica,benfica,1717.37548828
2020-09-01,Beroe Stara Zagora,beroe stara zagora,1364.96936035
2020-09-01,Besiktas,besiktas,1526.76257324
2020-09-01,Beveren,beveren,1312.58972168
2020-09-01,Birmingham,birmingham,1406.35559082
2020-09-01,Blackburn,blackburn,1479.99719238
2020-09-01,Bnei Sakhinin,bnei sakhinin,1176.48486328
2020-09-01,Bnei Yehuda,bnei yehuda,1337.5222168
2020-09-01,Boavista,boavista,1430.80078125
2020-09-01,Bobruisk,bobruisk,1087.69970703
2020-09-01,Bochum,bochum,1493.44433594
2020-09-01,Bodoe Glimt,bodoe glimt,1496.42578125
2020-09-01,Bohemians Dublin,bohemians dublin,1191.28942871
2020-09-01,Bohemians Praha,bohemians praha,1379.96520996
2020-09-01,Borac Banja Luka,borac banja luka,1275.44543457
2020-09-01,Botev Plovdiv,botev plovdiv,1281.19665527
2020-09-01,Botev Vratsa,botev vratsa,1197.80566406
2020-09-01,Botosani,botosani,1434.84692383
2020-09-01,Bournemouth,bournemouth,1629.69226074
2020-09-01,Braga,braga,1599.75695801
2020-09-01,Brann,brann,1337.22436523
2020-09-01,Braunschweig,braunschweig,1426.5032959
2020-09-01,Bravo,bravo,1223.86755371
2020-09-01,Breidablik,breidablik,1139.69763184
2020-09-01,Brentford,brentford,1602.96252441
2020-09-01,Brescia,brescia,1453.83251953
2020-09-01,Brest,brest,1531.80981445
2020-09-01,Bristol City,bristol city,1468.06359863
2020-09-01,Brno,brno,1231.71154785
2020-09-01,Brondby,brondby,1493.96142578
2020-09-01,Brugge,brugge,1669.45349121
2020-09-01,Budafoki,budafoki,1221.98364258
2020-09-01,Bueyueksehir,bueyueksehir,1581.24560547
2020-09-01,Cadiz,cadiz,1555.23083496
2020-09-01,Caen,caen,1452.0703125
2020-09-01,Cajetina,cajetina,1109.07873535
2020-09-01,Cardiff,cardiff,1554.74804688
2020-09-01,Celje,celje,1321.20898438
2020-09-01,Celtic,celtic,1625.3470459
2020-09-01,Cercle Brugge,cercle brugge,1343.99560547
2020-09-01,Ceske Budejovice,ceske budejovice,1313.41650391
2020-09-01,CFR Cluj,cfr cluj,1602.05749512
2020-09-01,Chambly Oise,chambly oise,1350.60388184
2020-09-01,Charleroi,charleroi,1612.74609375
2020-09-01,Charlton,charlton,1398.31811523
2020-09-01,Chateauroux,chateauroux,1377.09863281
2020-09-01,Cherno More,cherno more,1310.28186035
2020-09-01,Chievo,chievo,1469.61816406
2020-09-01,Chindia Targoviste,chindia targoviste,1242.59777832
2020-09-01,Cittadella,cittadella,1421.2409668
2020-09-01,Clermont,clermont,1473.70349121
2020-09-01,Clinceni,clinceni,1254.42114258
2020-09-01,Coleraine,coleraine,1088.82128906
2020-09-01,College Europa,college europa,931.316467285
2020-09-01,Connahs Quay,connahs quay,1042.23120117
2020-09-01,Cosenza,cosenza,1420.02600098
2020-09-01,Cracovia,cracovia,1329.6739502
2020-09-01,Craiova,craiova,1488.90600586
2020-09-01,Cremonese,cremonese,1421.55493164
2020-09-01,Crvena Zvezda,crvena zvezda,1649.20373535
2020-09-01,CSKA 1948 Sofia,cska 1948 sofia,1121.00610352
2020-09-01,CSKA Moskva,cska moskva,1591.17578125
2020-09-01,CSKA Sofia,cska sofia,1471.53344727
2020-09-01,Cukaricki,cukaricki,1346.18847656
2020-09-01,Danilovgrad,danilovgrad,1056.23925781
2020-09-01,Darmstadt,darmstadt,1521.08312988
2020-09-01,Den Haag,den haag,1382.71765137
2020-09-01,Denizlispor,denizlispor,1311.24755859
2020-09-01,Depor,depor,1519.42578125
2020-09-01,Derby,derby,1513.43127441
2020-09-01,Derry City,derry city,1178.32421875
2020-09-01,Desna,desna,1493.47375488
2020-09-01,Differdang,differdang,1150.23278809
2020-09-01,Dinamo Brest,dinamo brest,1362.95324707
2020-09-01,Dinamo Bucuresti,dinamo bucuresti,1330.50561523
2020-09-01,Dinamo Minsk,dinamo minsk,1287.40698242
2020-09-01,Dinamo Tbilisi,dinamo tbilisi,1226.63293457
2020-09-01,Dinamo Zagreb,dinamo zagreb,1655.04968262
2020-09-01,Diosgyori,diosgyori,1250.56750488
2020-09-01,Djurgarden,djurgarden,1456.18823242
2020-09-01,Dnipro,dnipro,1379.74865723
2020-09-01,Domzale,domzale,1243.88537598
2020-09-01,Drita,drita,1060.21862793
2020-09-01,Duesseldorf,duesseldorf,1597.15844727
2020-09-01,Dunajska,dunajska,1363.73828125
2020-09-01,Dunav Ruse,dunav ruse,1129.06188965
2020-09-01,Dundalk,dundalk,1211.48876953
2020-09-01,Dundee United,dundee united,1198.24023438
2020-09-01,Dunkerque,dunkerque,1347.58410645
2020-09-01,Dynamo Kyiv,dynamo kyiv,1601.2109375
2020-09-01,Dynamo Moskva,dynamo moskva,1516.45629883
2020-09-01,Elfsborg,elfsborg,1404.50500488
2020-09-01,Emmen,emmen,1381.57421875
2020-09-01,Empoli,empoli,1464.65319824
2020-09-01,Engordany,engordany,779.590393066
2020-09-01,Entella,entella,1384.25805664
2020-09-01,Erzurum BB,erzurum bb,1339.4005127
2020-09-01,Esbjerg,esbjerg,1285.35925293
2020-09-01,Escaldes,escaldes,766.025756836
2020-09-01,Espanyol,espanyol,1610.01245117
2020-09-01,Etar,etar,1183.57885742
2020-09-01,Eupen,eupen,1364.17248535
2020-09-01,Extremadura,extremadura,1461.98828125
2020-09-01,Falkenbergs,falkenbergs,1219.89282227
2020-09-01,Famalicao,famalicao,1461.31872559
2020-09-01,Fatih Karaguemruek,fatih karaguemruek,1339.4005127
2020-09-01,FC Infonet,fc infonet,986.938842773
2020-09-01,FC Khimki,fc khimki,1347.34545898
2020-09-01,FC Kobenhavn,fc kobenhavn,1577.47814941
2020-09-01,FC Krasnodar,fc krasnodar,1586.30383301
2020-09-01,FC Lviv,fc lviv,1274.62243652
2020-09-01,Fenerbahce,fenerbahce,1465.13342285
2020-09-01,Ferencvaros,ferencvaros,1533.8861084
2020-09-01,Feyenoord,feyenoord,1614.01550293
2020-09-01,FK Astana,fk astana,1440.21020508
2020-09-01,FK Minsk,fk minsk,1154.91589355
2020-09-01,FK Riga,fk riga,1203.02880859
2020-09-01,FK Sarajevo,fk sarajevo,1272.95288086
2020-09-01,FK Vitebsk,fk vitebsk,1196.44396973
2020-09-01,Flora Tallinn,flora tallinn,1015.98516846
2020-09-01,Floriana,floriana,1035.28295898
2020-09-01,Fola Esch,fola esch,1163.30102539
2020-09-01,Forest,forest,1492.20861816
2020-09-01,Frosinone,frosinone,1454.76647949
2020-09-01,Fuenlabrada,fuenlabrada,1520.71520996
2020-09-01,Fuerth,fuerth,1456.38366699
2020-09-01,Galatasaray,galatasaray,1517.32348633
2020-09-01,Gaz Metan,gaz metan,1349.40405273
2020-09-01,Gaziantep FK,gaziantep fk,1391.81921387
2020-09-01,Genclerbirligi,genclerbirligi,1328.90966797
2020-09-01,Genk,genk,1550.9921875
2020-09-01,Gent,gent,1581.48339844
2020-09-01,Gil Vicente,gil vicente,1416.39428711
2020-09-01,Girona,girona,1572.10974121
2020-09-01,Goeteborg,goeteborg,1340.48657227
2020-09-01,Goeztepe,goeztepe,1372.54516602
2020-09-01,Gornik,gornik,1337.17602539
2020-09-01,Gorodeya,gorodeya,1154.99633789
2020-09-01,Grenoble,grenoble,1390.59790039
2020-09-01,Groningen,groningen,1445.17675781
2020-09-01,Guimaraes,guimaraes,1527.86804199
2020-09-01,Guingamp,guingamp,1440.8951416
2020-09-01,H Tel Aviv,h tel aviv,1250.8963623
2020-09-01,Haecken,haecken,1449.91442871
2020-09-01,Hafnarfjoerdur,hafnarfjoerdur,1139.47680664
2020-09-01,Hajduk,hajduk,1471.96154785
2020-09-01,Hamburg,hamburg,1515.59155273
2020-09-01,Hamilton,hamilton,1208.46459961
2020-09-01,Hammarby,hammarby,1451.046875
2020-09-01,Hannover,hannover,1528.28271484
2020-09-01,Hapoel Eran Hadera,hapoel eran hadera,1212.11376953
2020-09-01,Hapoel Haifa,hapoel haifa,1283.11462402
2020-09-01,Hartberg,hartberg,1453.08837891
2020-09-01,Hatayspor,hatayspor,1339.4005127
2020-09-01,Haugesund,haugesund,1356.17236328
2020-09-01,HB Torshavn,hb torshavn,932.481445312
2020-09-01,Heerenveen,heerenveen,1425.77954102
2020-09-01,Heidenheim,heidenheim,1521.31433105
2020-09-01,Helsingborg,helsingborg,1252.35986328
2020-09-01,Heracles,heracles,1430.20861816
2020-09-01,Hermannstadt,hermannstadt,1316.26818848
2020-09-01,Hibernian,hibernian,1365.64929199
2020-09-01,Hibernians Paola,hibernians paola,1058.35583496
2020-09-01,HNK Gorica,hnk gorica,1422.53259277
2020-09-01,Hobro,hobro,1297.85046387
2020-09-01,Holstein,holstein,1470.35009766
2020-09-01,Honka Espoo,honka espoo,1169.39050293
2020-09-01,Honved,honved,1291.70922852
2020-09-01,Horsens,horsens,1352.71765137
2020-09-01,Huddersfield,huddersfield,1440.79833984
2020-09-01,Huesca,huesca,1595.12597656
2020-09-01,Hull,hull,1377.00280762
2020-09-01,Iasi,iasi,1274.67419434
2020-09-01,IK Sirius,ik sirius,1317.62268066
2020-09-01,Ilichivets,ilichivets,1374.42004395
2020-09-01,Ilves Tampere,ilves tampere,1173.70605469
2020-09-01,Indija,indija,1123.76928711
2020-09-01,Inhulets,inhulets,1312.45080566
2020-09-01,Inter Turku,inter turku,1166.85339355
2020-09-01,Isloch,isloch,1239.17456055
2020-09-01,Istra 1961,istra 1961,1210.95507812
2020-09-01,Jablonec,jablonec,1402.39868164
2020-09-01,Jagiellonia,jagiellonia,1334.11767578
2020-09-01,Juve Stabia,juve stabia,1346.95495605
2020-09-01,Kairat,kairat,1314.00427246
2020-09-01,Kaisar,kaisar,1271.06652832
2020-09-01,Kalmar,kalmar,1221.57019043
2020-09-01,Karabakh Agdam,karabakh agdam,1460.94714355
2020-09-01,Karlsruhe,karlsruhe,1434.67687988
2020-09-01,Karvina,karvina,1256.21142578
2020-09-01,Kasimpasa,kasimpasa,1407.70532227
2020-09-01,Kauno Zalgiris,kauno zalgiris,1174.12304688
2020-09-01,Kayseri,kayseri,1335.89550781
2020-09-01,KF Gjilani,kf gjilani,1059.54150391
2020-09-01,Kfar-Saba,kfar-saba,1202.9375
2020-09-01,Kilmarnock,kilmarnock,1317.15698242
2020-09-01,Kiryat Shmona,kiryat shmona,1230.79943848
2020-09-01,Kisvarda,kisvarda,1273.06030273
2020-09-01,Klaksvik,klaksvik,981.281311035
2020-09-01,Kolos,kolos,1366.109375
2020-09-01,Konyaspor,konyaspor,1374.64733887
2020-09-01,Koper,koper,1110.08190918
2020-09-01,Kortrijk,kortrijk,1467.82788086
2020-09-01,KR Reykjavik,kr reykjavik,1142.48120117
2020-09-01,Kristiansund,kristiansund,1384.04260254
2020-09-01,Krusevac,krusevac,1181.56433105
2020-09-01,Kukesi,kukesi,1247.40270996
2020-09-01,Kuopio,kuopio,1185.3248291
2020-09-01,La Fiorita,la fiorita,654.530395508
2020-09-01,Laci,laci,1214.6105957
2020-09-01,Lamia,lamia,1335.51989746
2020-09-01,Larisa,larisa,1312.91845703
2020-09-01,Las Palmas,las palmas,1530.08679199
2020-09-01,LASK,lask,1637.76843262
2020-09-01,Le Havre,le havre,1468.20007324
2020-09-01,Lecce,lecce,1496.15368652
2020-09-01,Lech,lech,1418.53955078
2020-09-01,Lechia,lechia,1322.58422852
2020-09-01,Leganes,leganes,1665.46826172
2020-09-01,Legia,legia,1411.42724609
2020-09-01,Leuven,leuven,1368.33129883
2020-09-01,Levski,levski,1356.83630371
2020-09-01,Lincoln,lincoln,903.104370117
2020-09-01,Linfield,linfield,1074.65673828
2020-09-01,Livingston,livingston,1303.85253906
2020-09-01,Livorno,livorno,1252.52124023
2020-09-01,Lok Moskva,lok moskva,1590.16479492
2020-09-01,Lok Plovdiv,lok plovdiv,1324.7701416
2020-09-01,Lok Tbilisi,lok tbilisi,1227.72729492
2020-09-01,Lok Zagreb,lok zagreb,1461.71508789
2020-09-01,Lozinca,lozinca,1158.45202637
2020-09-01,Lubin,lubin,1351.90551758
2020-09-01,Lugano,lugano,1494.41809082
2020-09-01,Lugo,lugo,1497.81481934
2020-09-01,Luton,luton,1418.01501465
2020-09-01,Luzern,luzern,1453.85717773
2020-09-01,Lyngby,lyngby,1288.34924316
2020-09-01,M Petach Tikva,m petach tikva,1201.12768555
2020-09-01,M Tel Aviv,m tel aviv,1529.97460938
2020-09-01,Maccabi Haifa,maccabi haifa,1422.12145996
2020-09-01,Macva Sabac,macva sabac,1070.06091309
2020-09-01,Malaga,malaga,1552.84545898
2020-09-01,Malatyaspor,malatyaspor,1336.66027832
2020-09-01,Mallorca,mallorca,1606.2286377
2020-09-01,Malmoe,malmoe,1578.0604248
2020-09-01,Maribor,maribor,1351.49560547
2020-09-01,Maritimo,maritimo,1434.61376953
2020-09-01,Mattersburg,mattersburg,1389.54833984
2020-09-01,Mechelen,mechelen,1431.55432129
2020-09-01,Metalac Gornji Milanovac,metalac gornji milanovac,1138.59204102
2020-09-01,Metz,metz,1555.40600586
2020-09-01,Mezokovesd-Zsory,mezokovesd-zsory,1310.42407227
2020-09-01,Middlesbrough,middlesbrough,1464.01635742
2020-09-01,Midtjylland,midtjylland,1580.03295898
2020-09-01,Millwall,millwall,1500.20458984
2020-09-01,Mioveni,mioveni,1216.96264648
2020-09-01,Mirandes,mirandes,1497.10571289
2020-09-01,Mjaellby,mjaellby,1269.1862793
2020-09-01,Mjondalen,mjondalen,1248.12182617
2020-09-01,Mlada Boleslav,mlada boleslav,1349.90075684
2020-09-01,Mladost Lucani,mladost lucani,1260.3560791
2020-09-01,Molde,molde,1529.34802246
2020-09-01,Montana 1921,montana 1921,1135.00231934
2020-09-01,Moreirense,moreirense,1459.32580566
2020-09-01,Motherwell,motherwell,1297.27648926
2020-09-01,Mouscron,mouscron,1415.24023438
2020-09-01,MTK,mtk,1238.80212402
2020-09-01,Mura,mura,1292.59216309
2020-09-01,Mynai,mynai,1311.43310547
2020-09-01,Nancy,nancy,1385.77197266
2020-09-01,Neftchi,neftchi,1326.78295898
2020-09-01,Neman Grodno,neman grodno,1242.63476562
2020-09-01,Netanya,netanya,1218.98095703
2020-09-01,NFC Volos,nfc volos,1261.98388672
2020-09-01,Niedercorn,niedercorn,1214.15307617
2020-09-01,Nimes,nimes,1560.97595215
2020-09-01,Niort,niort,1343.18701172
2020-09-01,Nis,nis,1365.26074219
2020-09-01,Noah,noah,1080.52978516
2020-09-01,Nomme Kalju,nomme kalju,1072.59545898
2020-09-01,Nordsjaelland,nordsjaelland,1424.34179688
2020-09-01,Norrkoeping,norrkoeping,1462.74621582
2020-09-01,Norwich,norwich,1533.50512695
2020-09-01,Nova Gorica,nova gorica,1101.62463379
2020-09-01,Novi Pazar,novi pazar,1126.39318848
2020-09-01,Novi Sad,novi sad,1371.12219238
2020-09-01,Nuernberg,nuernberg,1455.09790039
2020-09-01,Numancia,numancia,1470.84570312
2020-09-01,Odd Grenland,odd grenland,1397.87280273
2020-09-01,Odense,odense,1389.15527344
2020-09-01,Oerebro,oerebro,1293.0435791
2020-09-01,OFI,ofi,1332.9753418
2020-09-01,Olexandriya,olexandriya,1468.53100586
2020-09-01,Olimpija Ljubljana,olimpija ljubljana,1327.68994141
2020-09-01,Olimpik Donetsk,olimpik donetsk,1340.20288086
2020-09-01,Olympiakos,olympiakos,1738.37231445
2020-09-01,Omonia,omonia,1484.93481445
2020-09-01,Oostende,oostende,1331.06921387
2020-09-01,Opava,opava,1225.78991699
2020-09-01,Ordabasy,ordabasy,1272.2019043
2020-09-01,Osijek,osijek,1482.0111084
2020-09-01,Osnabrueck,osnabrueck,1443.53491211
2020-09-01,Ostersund,ostersund,1317.54626465
2020-09-01,Oviedo,oviedo,1526.39880371
2020-09-01,Pacos Ferreira,pacos ferreira,1401.29174805
2020-09-01,Paderborn,paderborn,1499.06103516
2020-09-01,Paide Linnameeskond,paide linnameeskond,994.912780762
2020-09-01,Paksi,paksi,1271.76879883
2020-09-01,Panathinaikos,panathinaikos,1499.9074707
2020-09-01,Panetolikos,panetolikos,1327.40856934
2020-09-01,Panionios,panionios,1310.81518555
2020-09-01,PAOK,paok,1621.76428223
2020-09-01,Pardubice,pardubice,1242.2019043
2020-09-01,Paris FC,paris fc,1408.7064209
2020-09-01,Partizan,partizan,1488.09033203
2020-09-01,Pau,pau,1324.73413086
2020-09-01,Perugia,perugia,1366.90808105
2020-09-01,Pescara,pescara,1376.12963867
2020-09-01,Piast Gliwice,piast gliwice,1365.2520752
2020-09-01,Pisa,pisa,1423.11181641
2020-09-01,Plock,plock,1278.15539551
2020-09-01,Podbeskidzie,podbeskidzie,1196.95214844
2020-09-01,Podgorica,podgorica,1083.27392578
2020-09-01,Pogon,pogon,1324.22497559
2020-09-01,Ponferradina,ponferradina,1459.03295898
2020-09-01,Pordenone,pordenone,1406.34875488
2020-09-01,Portimonense,portimonense,1397.50610352
2020-09-01,Porto,porto,1745.82849121
2020-09-01,Preston,preston,1487.99707031
2020-09-01,Pribram,pribram,1216.89025879
2020-09-01,Proleter Novi Sad,proleter novi sad,1184.71252441
2020-09-01,PSV,psv,1646.96130371
2020-09-01,Puskas Akademia,puskas akademia,1339.52172852
2020-09-01,QPR,qpr,1444.28198242
2020-09-01,Rad,rad,1059.07434082
2020-09-01,Radnik Surdulica,radnik surdulica,1183.02624512
2020-09-01,Rakow,rakow,1282.08447266
2020-09-01,Randers,randers,1385.83959961
2020-09-01,Rangers,rangers,1607.03442383
2020-09-01,Rapid Wien,rapid wien,1596.15405273
2020-09-01,Rayo Vallecano,rayo vallecano,1577.5213623
2020-09-01,Razgrad,razgrad,1521.58569336
2020-09-01,Reading,reading,1455.74707031
2020-09-01,Regensburg,regensburg,1456.95678711
2020-09-01,RFS,rfs,1160.64575195
2020-09-01,Rijeka,rijeka,1514.02880859
2020-09-01,Rio Ave,rio ave,1523.21447754
2020-09-01,Rizespor,rizespor,1344.65441895
2020-09-01,Rodez,rodez,1357.01196289
2020-09-01,Rosenborg,rosenborg,1474.2644043
2020-09-01,Ross County,ross county,1235.97668457
2020-09-01,Rostov,rostov,1514.84094238
2020-09-01,Rotor Volgograd,rotor volgograd,1344.19970703
2020-09-01,Rubin Kazan,rubin kazan,1473.4029541
2020-09-01,Rukh Brest,rukh brest,1180.53857422
2020-09-01,Rukh Lviv,rukh lviv,1299.59362793
2020-09-01,Runavik,runavik,941.53527832
2020-09-01,Ruzomberok,ruzomberok,1347.5135498
2020-09-01,Saburtalo,saburtalo,1207.38964844
2020-09-01,Salernitana,salernitana,1381.8416748
2020-09-01,Salzburg,salzburg,1767.00500488
2020-09-01,Sandefjord,sandefjord,1230.79528809
2020-09-01,Sandhausen,sandhausen,1470.2376709
2020-09-01,Santa Clara,santa clara,1444.55444336
2020-09-01,Santa Coloma,santa coloma,779.216796875
2020-09-01,Santander,santander,1411.19470215
2020-09-01,Sarpsborg,sarpsborg,1310.29650879
2020-09-01,Sepsi,sepsi,1342.27709961
2020-09-01,Septemvri Sofia,septemvri sofia,1107.01049805
2020-09-01,Servette,servette,1464.25585938
2020-09-01,Setubal,setubal,1383.90270996
2020-09-01,Sfintul Gheorghe,sfintul gheorghe,1239.70654297
2020-09-01,Shakhtar,shakhtar,1765.83337402
2020-09-01,Shamrock,shamrock,1182.52783203
2020-09-01,Sheffield Weds,sheffield weds,1439.71838379
2020-09-01,Sheriff Tiraspol,sheriff tiraspol,1307.37878418
2020-09-01,Shirak,shirak,1083.07116699
2020-09-01,Shkendija,shkendija,1263.50390625
2020-09-01,Shkupi,shkupi,1135.79663086
2020-09-01,Sibenik,sibenik,1205.68127441
2020-09-01,Sigma Olomouc,sigma olomouc,1344.25537109
2020-09-01,Sileks,sileks,1158.96374512
2020-09-01,Silkeborg,silkeborg,1295.50085449
2020-09-01,Sion,sion,1429.84802246
2020-09-01,Sirens,sirens,1035.48681641
2020-09-01,Sittard,sittard,1336.59875488
2020-09-01,Sivasspor,sivasspor,1448.75720215
2020-09-01,Slask,slask,1334.24816895
2020-09-01,Slaven Belupo,slaven belupo,1338.66015625
2020-09-01,Slavia Mozyr,slavia mozyr,1141.12475586
2020-09-01,Slavia Praha,slavia praha,1652.13623047
2020-09-01,Slavia Sofia,slavia sofia,1303.04943848
2020-09-01,Slovacko,slovacko,1350.55322266
2020-09-01,Slovan Bratislava,slovan bratislava,1373.73596191
2020-09-01,Slovan Liberec,slovan liberec,1415.97729492
2020-09-01,Slutsk,slutsk,1102.4979248
2020-09-01,Smolevichi,smolevichi,1062.76879883
2020-09-01,Sochaux,sochaux,1390.68847656
2020-09-01,Sochi,sochi,1489.90612793
2020-09-01,Soligorsk,soligorsk,1399.93798828
2020-09-01,SonderjyskE,sonderjyske,1332.2076416
2020-09-01,Spal,spal,1440.68457031
2020-09-01,Sparta Praha,sparta praha,1511.26293945
2020-09-01,Sparta Rotterdam,sparta rotterdam,1383.51672363
2020-09-01,Spartak Moskva,spartak moskva,1546.99365234
2020-09-01,Sporting,sporting,1619.96911621
2020-09-01,St Johnstone,st johnstone,1297.60522461
2020-09-01,St Josephs,st josephs,910.62689209
2020-09-01,St Mirren,st mirren,1246.64941406
2020-09-01,St Pauli,st pauli,1435.06970215
2020-09-01,St Poelten,st poelten,1396.8371582
2020-09-01,St Truiden,st truiden,1437.42858887
2020-09-01,Stabaek,stabaek,1333.8737793
2020-09-01,Stal Mielec,stal mielec,1194.72790527
2020-09-01,Standard,standard,1581.1105957
2020-09-01,Start,start,1240.20202637
2020-09-01,Steaua,steaua,1501.84790039
2020-09-01,StGallen,stgallen,1523.25537109
2020-09-01,Stoke,stoke,1497.4362793
2020-09-01,Strasbourg,strasbourg,1570.10351562
2020-09-01,Stromsgodset,stromsgodset,1299.18652344
2020-09-01,Sturm Graz,sturm graz,1433.74572754
2020-09-01,Suduva,suduva,1285.62939453
2020-09-01,Sumqayit,sumqayit,1279.92504883
2020-09-01,Sutjeska,sutjeska,1038.47875977
2020-09-01,Sverdlovsk,sverdlovsk,1437.48181152
2020-09-01,Swansea,swansea,1528.77722168
2020-09-01,Tabor Sezana,tabor sezana,1188.08752441
2020-09-01,Tambov,tambov,1397.04504395
2020-09-01,Tenerife,tenerife,1531.11755371
2020-09-01,Teplice,teplice,1305.88256836
2020-09-01,Terek Grozny,terek grozny,1465.06555176
2020-09-01,Tescoma Zlin,tescoma zlin,1273.02807617
2020-09-01,Teuta Durres,teuta durres,1210.01965332
2020-09-01,The New Saints,the new saints,1070.99572754
2020-09-01,Thun,thun,1418.54418945
2020-09-01,Tirana,tirana,1220.75927734
2020-09-01,Tondela,tondela,1388.86157227
2020-09-01,Torpedo Zhodino,torpedo zhodino,1275.22546387
2020-09-01,Toulouse,toulouse,1398.9498291
2020-09-01,Trabzonspor,trabzonspor,1539.09680176
2020-09-01,Trakai,trakai,1212.22753906
2020-09-01,Trapani,trapani,1416.95385742
2020-09-01,Tre Fiori,tre fiori,699.401611328
2020-09-01,Tre Penne,tre penne,667.84967041
2020-09-01,Troyes,troyes,1502.4173584
2020-09-01,Tsarsko Selo,tsarsko selo,1168.92443848
2020-09-01,Tula,tula,1458.76135254
2020-09-01,Twente,twente,1351.13513184
2020-09-01,Ufa,ufa,1454.60461426
2020-09-01,Ujpest,ujpest,1310.17980957
2020-09-01,UTA Arad,uta arad,1233.29663086
2020-09-01,Utrecht,utrecht,1519.72766113
2020-09-01,Vaduz,vaduz,1349.79760742
2020-09-01,Valenciennes,valenciennes,1416.84814453
2020-09-01,Valerenga,valerenga,1336.7800293
2020-09-01,Valletta,valletta,1069.48815918
2020-09-01,Valmieras,valmieras,1161.39440918
2020-09-01,Varazdin,varazdin,1277.91784668
2020-09-01,Varbergs,varbergs,1259.90100098
2020-09-01,Venezia,venezia,1407.07324219
2020-09-01,Venlo,venlo,1352.16369629
2020-09-01,Ventspils,ventspils,1274.5826416
2020-09-01,Verona,verona,1548.40588379
2020-09-01,Videoton,videoton,1425.68054199
2020-09-01,Viitorul,viitorul,1388.71813965
2020-09-01,Viking,viking,1355.75878906
2020-09-01,Vikingur,vikingur,1143.14880371
2020-09-01,Viktoria Plzen,viktoria plzen,1548.83032227
2020-09-01,Vitesse,vitesse,1499.51928711
2020-09-01,Voluntari,voluntari,1291.3326416
2020-09-01,Vorskla,vorskla,1339.49707031
2020-09-01,Vozdovac Beograd,vozdovac beograd,1217.97766113
2020-09-01,Waalwijk,waalwijk,1284.80615234
2020-09-01,Warta,warta,1190.62524414
2020-09-01,Watford,watford,1645.6875
2020-09-01,Wattens,wattens,1327.75183105
2020-09-01,Wigan,wigan,1499.16223145
2020-09-01,Willem II,willem ii,1468.97106934
2020-09-01,Wisla,wisla,1269.07348633
2020-09-01,Wuerzburg,wuerzburg,1426.5032959
2020-09-01,Xamax,xamax,1349.81921387
2020-09-01,Xanthi,xanthi,1328.67810059
2020-09-01,Young Boys,young boys,1670.69848633
2020-09-01,Zalaegerszegi,zalaegerszegi,1291.24291992
2020-09-01,Zalgiris Vilnius,zalgiris vilnius,1229.49523926
2020-09-01,Zaragoza,zaragoza,1512.83898926
2020-09-01,Zeljeznicar,zeljeznicar,1273.2442627
2020-09-01,Zenit,zenit,1721.25195312
2020-09-01,Zeta Golubovci,zeta golubovci,1062.08398438
2020-09-01,Zilina,zilina,1353.29431152
2020-09-01,Zlatibor,zlatibor,1309.27087402
2020-09-01,Zorya,zorya,1518.90734863
2020-09-01,Zrinjski Mostar,zrinjski mostar,1278.73718262
2020-09-01,Zuerich,zuerich,1419.66455078
2020-09-01,Zulte Waregem,zulte waregem,1430.19555664
2020-09-01,Zvyazda BDU,zvyazda bdu,1172.0513916
2020-09-01,Zwolle,zwolle,1384.62792969
2021-09-01,Aalborg,aalborg,1448.33581543
2021-09-01,Aarhus,aarhus,1403.9987793
2021-09-01,Aberdeen,aberdeen,1375.44580078
